
  0%|                                                                                                                                                                                                                                                                                               | 0/100 [00:00<?, ?it/s]/home/icl2/anaconda3/lib/python3.10/site-packages/torch/cuda/memory.py:330: FutureWarning: torch.cuda.reset_max_memory_allocated now calls torch.cuda.reset_peak_memory_stats, which resets /all/ peak memory stats.
tensor(0.6118, device='cuda:0') tensor(0.0134, device='cuda:0')
165, NMSE : 0.00783538818359375, lr : 0.05
tensor(2.1276, device='cuda:0') tensor(0.0245, device='cuda:0')
166, NMSE : 0.007843017578125, lr : 0.05
tensor(2.3556, device='cuda:0') tensor(0.0267, device='cuda:0')
167, NMSE : 0.00787353515625, lr : 0.05
tensor(1.6641, device='cuda:0') tensor(0.0348, device='cuda:0')
168, NMSE : 0.00785064697265625, lr : 0.05
tensor(0.9470, device='cuda:0') tensor(0.0151, device='cuda:0')
169, NMSE : 0.00787353515625, lr : 0.05
tensor(2.5991, device='cuda:0') tensor(0.0275, device='cuda:0')
170, NMSE : 0.0078887939453125, lr : 0.05
tensor(1.6707, device='cuda:0') tensor(0.0313, device='cuda:0')
171, NMSE : 0.007904052734375, lr : 0.05
tensor(0.7865, device='cuda:0') tensor(0.0225, device='cuda:0')
172, NMSE : 0.00787353515625, lr : 0.05
tensor(1.0345, device='cuda:0') tensor(0.0290, device='cuda:0')
173, NMSE : 0.0078887939453125, lr : 0.05
tensor(0.5823, device='cuda:0') tensor(0.0257, device='cuda:0')
174, NMSE : 0.00785064697265625, lr : 0.05
tensor(0.9453, device='cuda:0') tensor(0.0160, device='cuda:0')
175, NMSE : 0.00783538818359375, lr : 0.05
tensor(2.1813, device='cuda:0') tensor(0.0270, device='cuda:0')
176, NMSE : 0.00785064697265625, lr : 0.05
tensor(1.5388, device='cuda:0') tensor(0.0316, device='cuda:0')
177, NMSE : 0.00787353515625, lr : 0.05
tensor(0.7912, device='cuda:0') tensor(0.0205, device='cuda:0')
178, NMSE : 0.007843017578125, lr : 0.05
tensor(0.9477, device='cuda:0') tensor(0.0356, device='cuda:0')
179, NMSE : 0.00785064697265625, lr : 0.05
tensor(0.3669, device='cuda:0') tensor(0.0207, device='cuda:0')
180, NMSE : 0.00782012939453125, lr : 0.05
tensor(1.1059, device='cuda:0') tensor(0.0145, device='cuda:0')
181, NMSE : 0.0077972412109375, lr : 0.05
tensor(2.8732, device='cuda:0') tensor(0.0350, device='cuda:0')
182, NMSE : 0.00785064697265625, lr : 0.05
tensor(0.5414, device='cuda:0') tensor(0.0248, device='cuda:0')
183, NMSE : 0.007843017578125, lr : 0.05
tensor(0.5123, device='cuda:0') tensor(0.0143, device='cuda:0')
184, NMSE : 0.00782012939453125, lr : 0.05
tensor(1.5949, device='cuda:0') tensor(0.0220, device='cuda:0')
185, NMSE : 0.00785064697265625, lr : 0.05
tensor(2.4995, device='cuda:0') tensor(0.0278, device='cuda:0')
186, NMSE : 0.0078887939453125, lr : 0.05
tensor(1.4501, device='cuda:0') tensor(0.0350, device='cuda:0')
187, NMSE : 0.0079345703125, lr : 0.05
tensor(0.5789, device='cuda:0') tensor(0.0138, device='cuda:0')
188, NMSE : 0.00789642333984375, lr : 0.05
tensor(1.7835, device='cuda:0') tensor(0.0302, device='cuda:0')
189, NMSE : 0.0079345703125, lr : 0.05
tensor(0.8393, device='cuda:0') tensor(0.0282, device='cuda:0')
190, NMSE : 0.00789642333984375, lr : 0.05
tensor(0.5654, device='cuda:0') tensor(0.0269, device='cuda:0')
191, NMSE : 0.00789642333984375, lr : 0.05
tensor(0.4125, device='cuda:0') tensor(0.0252, device='cuda:0')
192, NMSE : 0.00785064697265625, lr : 0.05
tensor(0.6041, device='cuda:0') tensor(0.0215, device='cuda:0')
193, NMSE : 0.00785064697265625, lr : 0.05
tensor(0.9392, device='cuda:0') tensor(0.0169, device='cuda:0')
194, NMSE : 0.00786590576171875, lr : 0.05
tensor(2.2425, device='cuda:0') tensor(0.0264, device='cuda:0')
195, NMSE : 0.0079193115234375, lr : 0.05
tensor(1.7059, device='cuda:0') tensor(0.0331, device='cuda:0')
196, NMSE : 0.00795745849609375, lr : 0.05
tensor(0.4325, device='cuda:0') tensor(0.0247, device='cuda:0')
197, NMSE : 0.0079193115234375, lr : 0.05
tensor(0.5615, device='cuda:0') tensor(0.0253, device='cuda:0')
198, NMSE : 0.007904052734375, lr : 0.05
tensor(1.0435, device='cuda:0') tensor(0.0154, device='cuda:0')
199, NMSE : 0.00789642333984375, lr : 0.05
tensor(2.4205, device='cuda:0') tensor(0.0262, device='cuda:0')
200, NMSE : 0.00794219970703125, lr : 0.05
tensor(2.1048, device='cuda:0') tensor(0.0317, device='cuda:0')
tensor(0.6786, device='cuda:0')
tensor(0.7606, device='cuda:0')
tensor(0.7524, device='cuda:0')
tensor(0.7401, device='cuda:0')
tensor(0.7179, device='cuda:0')
tensor(0.7640, device='cuda:0')
tensor(0.7027, device='cuda:0')
tensor(0.7535, device='cuda:0')
tensor(0.7330, device='cuda:0')
tensor(0.6888, device='cuda:0')
tensor(0.8219, device='cuda:0')
tensor(0.8118, device='cuda:0')
tensor(0.7004, device='cuda:0')
tensor(0.8293, device='cuda:0')
tensor(0.8273, device='cuda:0')
tensor(0.8041, device='cuda:0')
tensor(0.8189, device='cuda:0')
tensor(0.8143, device='cuda:0')
tensor(0.8095, device='cuda:0')
tensor(0.8027, device='cuda:0')
tensor(0.7924, device='cuda:0')
tensor(0.7857, device='cuda:0')
tensor(0.7774, device='cuda:0')
tensor(0.7217, device='cuda:0')
tensor(0.5765, device='cuda:0')
tensor(0.4858, device='cuda:0')
tensor(0.5159, device='cuda:0')
tensor(0.4465, device='cuda:0')
tensor(0.6861, device='cuda:0')
tensor(0.6889, device='cuda:0')
tensor(0.3994, device='cuda:0')
tensor(0.6579, device='cuda:0')
tensor(0.6345, device='cuda:0')
tensor(0.6417, device='cuda:0')
tensor(0.3903, device='cuda:0')
tensor(0.6031, device='cuda:0')
tensor(0.4631, device='cuda:0')
tensor(0.5644, device='cuda:0')
tensor(0.5553, device='cuda:0')
tensor(0.2846, device='cuda:0')
tensor(0.5268, device='cuda:0')
tensor(0.5045, device='cuda:0')
tensor(0.5028, device='cuda:0')
tensor(0.4888, device='cuda:0')
tensor(0.4883, device='cuda:0')
tensor(0.2545, device='cuda:0')
tensor(0.4599, device='cuda:0')
tensor(0.4334, device='cuda:0')
tensor(0.4171, device='cuda:0')
tensor(0.2435, device='cuda:0')
tensor(0.3010, device='cuda:0')
tensor(0.2915, device='cuda:0')
tensor(0.3493, device='cuda:0')
tensor(0.2042, device='cuda:0')
tensor(0.2498, device='cuda:0')
tensor(0.1548, device='cuda:0')
tensor(0.1212, device='cuda:0')
tensor(0.0858, device='cuda:0')
tensor(0.0446, device='cuda:0')
tensor(0.0095, device='cuda:0')
tensor(0.0584, device='cuda:0')
tensor(0.2272, device='cuda:0')
tensor(0.1397, device='cuda:0')
tensor(-0.0467, device='cuda:0')
tensor(0.2937, device='cuda:0')
tensor(0.2182, device='cuda:0')
tensor(0.1996, device='cuda:0')
tensor(0.1158, device='cuda:0')
tensor(-0.0295, device='cuda:0')
tensor(0.1216, device='cuda:0')
tensor(0.1168, device='cuda:0')
tensor(0.0659, device='cuda:0')
tensor(0.0447, device='cuda:0')
tensor(0.0305, device='cuda:0')
tensor(0.0109, device='cuda:0')
tensor(0.0437, device='cuda:0')
tensor(0.0653, device='cuda:0')
tensor(0.3053, device='cuda:0')
tensor(-0.0695, device='cuda:0')
tensor(-0.0376, device='cuda:0')
tensor(0.2188, device='cuda:0')
tensor(-0.1019, device='cuda:0')
tensor(0.0200, device='cuda:0')
tensor(0.0541, device='cuda:0')
tensor(0.4130, device='cuda:0')
tensor(-0.1197, device='cuda:0')
tensor(0.2383, device='cuda:0')
tensor(-0.0909, device='cuda:0')
tensor(0.1926, device='cuda:0')
tensor(-0.0445, device='cuda:0')
tensor(0.1412, device='cuda:0')
tensor(-0.0371, device='cuda:0')
tensor(0.1825, device='cuda:0')
tensor(-0.0684, device='cuda:0')
tensor(0.2407, device='cuda:0')
tensor(0.0283, device='cuda:0')
tensor(0.2254, device='cuda:0')
tensor(-0.0378, device='cuda:0')
tensor(0.1423, device='cuda:0')
tensor(-0.0153, device='cuda:0')
tensor(0.0583, device='cuda:0')
tensor(-0.1082, device='cuda:0')
tensor(0.1937, device='cuda:0')
tensor(0.1030, device='cuda:0')
tensor(-0.0154, device='cuda:0')
tensor(0.0937, device='cuda:0')
tensor(0.0510, device='cuda:0')
tensor(0.1491, device='cuda:0')
tensor(-0.0311, device='cuda:0')
tensor(0.1443, device='cuda:0')
tensor(0.0040, device='cuda:0')
tensor(0.2136, device='cuda:0')
tensor(-0.0007, device='cuda:0')
tensor(0.1258, device='cuda:0')
tensor(0.0287, device='cuda:0')
tensor(0.1365, device='cuda:0')
tensor(-0.0256, device='cuda:0')
tensor(0.0828, device='cuda:0')
tensor(-0.0428, device='cuda:0')
tensor(0.1527, device='cuda:0')
tensor(0.0251, device='cuda:0')
tensor(0.0505, device='cuda:0')
tensor(-0.0259, device='cuda:0')
tensor(0.1191, device='cuda:0')
tensor(0.0069, device='cuda:0')
tensor(0.1228, device='cuda:0')
tensor(0.0025, device='cuda:0')
tensor(0.1190, device='cuda:0')
tensor(0.0042, device='cuda:0')
tensor(0.0922, device='cuda:0')
tensor(0.0268, device='cuda:0')
tensor(0.0953, device='cuda:0')
tensor(0.0064, device='cuda:0')
tensor(0.0891, device='cuda:0')
tensor(0.0254, device='cuda:0')
tensor(0.0815, device='cuda:0')
tensor(0.0117, device='cuda:0')
tensor(0.0866, device='cuda:0')
tensor(0.0517, device='cuda:0')
tensor(0.0464, device='cuda:0')
tensor(0.0231, device='cuda:0')
tensor(0.0455, device='cuda:0')
tensor(0.0071, device='cuda:0')
tensor(0.0308, device='cuda:0')
tensor(-0.0316, device='cuda:0')
tensor(0.0203, device='cuda:0')
tensor(-0.0110, device='cuda:0')
tensor(0.0084, device='cuda:0')
tensor(0.0020, device='cuda:0')
tensor(0.0189, device='cuda:0')
tensor(0.0526, device='cuda:0')
tensor(0.0191, device='cuda:0')
tensor(0.0253, device='cuda:0')
tensor(0.0455, device='cuda:0')
tensor(0.0202, device='cuda:0')
tensor(0.0299, device='cuda:0')
tensor(0.0429, device='cuda:0')
tensor(0.0281, device='cuda:0')
tensor(-0.0404, device='cuda:0')
tensor(0.0220, device='cuda:0')
tensor(-0.0253, device='cuda:0')
tensor(0.0225, device='cuda:0')
tensor(-0.0058, device='cuda:0')
tensor(0.1013, device='cuda:0')
tensor(0.0640, device='cuda:0')
tensor(0.0589, device='cuda:0')
tensor(0.0383, device='cuda:0')
tensor(0.0407, device='cuda:0')
tensor(0.0212, device='cuda:0')
tensor(0.0394, device='cuda:0')
tensor(-0.0207, device='cuda:0')
tensor(0.0231, device='cuda:0')
tensor(-0.0947, device='cuda:0')
tensor(0.0178, device='cuda:0')
tensor(0.0160, device='cuda:0')
tensor(0.0338, device='cuda:0')
tensor(0.0218, device='cuda:0')
tensor(0.0573, device='cuda:0')
tensor(0.0100, device='cuda:0')
tensor(0.0076, device='cuda:0')
tensor(0.0457, device='cuda:0')
tensor(0.0417, device='cuda:0')
tensor(0.0472, device='cuda:0')
tensor(0.0445, device='cuda:0')
tensor(0.0225, device='cuda:0')
tensor(0.0283, device='cuda:0')
tensor(0.0297, device='cuda:0')
tensor(0.0090, device='cuda:0')
tensor(0.0441, device='cuda:0')
tensor(0.0277, device='cuda:0')
tensor(0.0339, device='cuda:0')
tensor(0.0428, device='cuda:0')
tensor(0.0675, device='cuda:0')
tensor(0.0289, device='cuda:0')
tensor(0.0462, device='cuda:0')
tensor(0.0296, device='cuda:0')
tensor(0.0330, device='cuda:0')
tensor(0.0241, device='cuda:0')
tensor(0.0324, device='cuda:0')
tensor(0.0317, device='cuda:0')
0 2.62890625 0.05 6.76953125

  3%|████████▎                                                                                                                                                                                                                                                                            | 3/100 [03:20<1:45:35, 65.31s/it]
start, NMSE : 0.01403045654296875
1, NMSE : 0.01403045654296875, lr : 0.05
tensor(0.5476, device='cuda:0') tensor(0.2553, device='cuda:0')
2, NMSE : 0.0131988525390625, lr : 0.05
tensor(0.4371, device='cuda:0') tensor(0.2623, device='cuda:0')
3, NMSE : 0.0124359130859375, lr : 0.05
tensor(0.3454, device='cuda:0') tensor(0.4154, device='cuda:0')
4, NMSE : 0.0117340087890625, lr : 0.05
tensor(0.3039, device='cuda:0') tensor(0.4312, device='cuda:0')
5, NMSE : 0.0111083984375, lr : 0.05
tensor(0.2601, device='cuda:0') tensor(0.5279, device='cuda:0')
6, NMSE : 0.01052093505859375, lr : 0.05
tensor(0.2304, device='cuda:0') tensor(0.5488, device='cuda:0')
7, NMSE : 0.0099945068359375, lr : 0.05
tensor(0.2000, device='cuda:0') tensor(0.5741, device='cuda:0')
8, NMSE : 0.00949859619140625, lr : 0.05
tensor(0.1774, device='cuda:0') tensor(0.5627, device='cuda:0')
9, NMSE : 0.0090484619140625, lr : 0.05
tensor(0.1748, device='cuda:0') tensor(0.5370, device='cuda:0')
10, NMSE : 0.00862884521484375, lr : 0.05
tensor(0.1368, device='cuda:0') tensor(0.5560, device='cuda:0')
11, NMSE : 0.0082550048828125, lr : 0.05
tensor(0.1291, device='cuda:0') tensor(0.5729, device='cuda:0')
12, NMSE : 0.0078887939453125, lr : 0.05
tensor(0.1339, device='cuda:0') tensor(0.4985, device='cuda:0')
13, NMSE : 0.00757598876953125, lr : 0.05
tensor(0.1066, device='cuda:0') tensor(0.5576, device='cuda:0')
14, NMSE : 0.007274627685546875, lr : 0.05
tensor(0.0922, device='cuda:0') tensor(0.5703, device='cuda:0')
15, NMSE : 0.006988525390625, lr : 0.05
tensor(0.0862, device='cuda:0') tensor(0.5528, device='cuda:0')
16, NMSE : 0.0067291259765625, lr : 0.05
tensor(0.0882, device='cuda:0') tensor(0.4490, device='cuda:0')
17, NMSE : 0.006488800048828125, lr : 0.05
tensor(0.0747, device='cuda:0') tensor(0.5089, device='cuda:0')
18, NMSE : 0.006267547607421875, lr : 0.05
tensor(0.0637, device='cuda:0') tensor(0.5523, device='cuda:0')
19, NMSE : 0.00605010986328125, lr : 0.05
tensor(0.0557, device='cuda:0') tensor(0.5195, device='cuda:0')
20, NMSE : 0.005859375, lr : 0.05
tensor(0.0525, device='cuda:0') tensor(0.5467, device='cuda:0')
21, NMSE : 0.005680084228515625, lr : 0.05
tensor(0.0509, device='cuda:0') tensor(0.4620, device='cuda:0')
22, NMSE : 0.00550079345703125, lr : 0.05
tensor(0.0474, device='cuda:0') tensor(0.4621, device='cuda:0')
23, NMSE : 0.005344390869140625, lr : 0.05
tensor(0.0498, device='cuda:0') tensor(0.3190, device='cuda:0')
24, NMSE : 0.0052032470703125, lr : 0.05
tensor(0.0377, device='cuda:0') tensor(0.4948, device='cuda:0')
25, NMSE : 0.00505828857421875, lr : 0.05
tensor(0.0360, device='cuda:0') tensor(0.4317, device='cuda:0')
26, NMSE : 0.004924774169921875, lr : 0.05
tensor(0.0319, device='cuda:0') tensor(0.3651, device='cuda:0')
27, NMSE : 0.004802703857421875, lr : 0.05
tensor(0.0335, device='cuda:0') tensor(0.2634, device='cuda:0')
28, NMSE : 0.0046844482421875, lr : 0.05
tensor(0.0270, device='cuda:0') tensor(0.3799, device='cuda:0')
29, NMSE : 0.00457000732421875, lr : 0.05
tensor(0.0256, device='cuda:0') tensor(0.3952, device='cuda:0')
30, NMSE : 0.0044708251953125, lr : 0.05
tensor(0.0230, device='cuda:0') tensor(0.3871, device='cuda:0')
31, NMSE : 0.00437164306640625, lr : 0.05
tensor(0.0212, device='cuda:0') tensor(0.3368, device='cuda:0')
32, NMSE : 0.004276275634765625, lr : 0.05
tensor(0.0217, device='cuda:0') tensor(0.3320, device='cuda:0')
33, NMSE : 0.004192352294921875, lr : 0.05
tensor(0.0177, device='cuda:0') tensor(0.3529, device='cuda:0')
34, NMSE : 0.0041046142578125, lr : 0.05
tensor(0.0172, device='cuda:0') tensor(0.3437, device='cuda:0')
35, NMSE : 0.0040283203125, lr : 0.05
tensor(0.0148, device='cuda:0') tensor(0.2891, device='cuda:0')
36, NMSE : 0.003955841064453125, lr : 0.05
tensor(0.0151, device='cuda:0') tensor(0.2897, device='cuda:0')
37, NMSE : 0.0038776397705078125, lr : 0.05
tensor(0.0145, device='cuda:0') tensor(0.3074, device='cuda:0')
38, NMSE : 0.0038127899169921875, lr : 0.05
tensor(0.0140, device='cuda:0') tensor(0.1065, device='cuda:0')
39, NMSE : 0.0037479400634765625, lr : 0.05
tensor(0.0144, device='cuda:0') tensor(0.2540, device='cuda:0')
40, NMSE : 0.0036869049072265625, lr : 0.05
tensor(0.0133, device='cuda:0') tensor(0.1787, device='cuda:0')
41, NMSE : 0.0036258697509765625, lr : 0.05
tensor(0.0106, device='cuda:0') tensor(0.2095, device='cuda:0')
42, NMSE : 0.003570556640625, lr : 0.05
tensor(0.0105, device='cuda:0') tensor(0.2012, device='cuda:0')
43, NMSE : 0.0035152435302734375, lr : 0.05
tensor(0.0104, device='cuda:0') tensor(0.1122, device='cuda:0')
44, NMSE : 0.0034637451171875, lr : 0.05
tensor(0.0089, device='cuda:0') tensor(0.1490, device='cuda:0')
45, NMSE : 0.00341033935546875, lr : 0.05
tensor(0.0081, device='cuda:0') tensor(0.2223, device='cuda:0')
46, NMSE : 0.003360748291015625, lr : 0.05
tensor(0.0075, device='cuda:0') tensor(0.1734, device='cuda:0')
47, NMSE : 0.0033130645751953125, lr : 0.05
tensor(0.0072, device='cuda:0') tensor(0.2031, device='cuda:0')
48, NMSE : 0.0032672882080078125, lr : 0.05
tensor(0.0065, device='cuda:0') tensor(0.1936, device='cuda:0')
49, NMSE : 0.0032253265380859375, lr : 0.05
tensor(0.0051, device='cuda:0') tensor(0.0993, device='cuda:0')
50, NMSE : 0.00318145751953125, lr : 0.05
tensor(0.0072, device='cuda:0') tensor(0.1815, device='cuda:0')
51, NMSE : 0.003139495849609375, lr : 0.05
tensor(0.0070, device='cuda:0') tensor(0.1713, device='cuda:0')
52, NMSE : 0.003101348876953125, lr : 0.05
tensor(0.0053, device='cuda:0') tensor(0.0949, device='cuda:0')
53, NMSE : 0.003063201904296875, lr : 0.05
tensor(0.0064, device='cuda:0') tensor(0.1423, device='cuda:0')
54, NMSE : 0.0030307769775390625, lr : 0.05
tensor(0.0068, device='cuda:0') tensor(0.1229, device='cuda:0')
55, NMSE : 0.002994537353515625, lr : 0.05
tensor(0.0054, device='cuda:0') tensor(0.1045, device='cuda:0')
56, NMSE : 0.002960205078125, lr : 0.05
tensor(0.0050, device='cuda:0') tensor(0.1534, device='cuda:0')
57, NMSE : 0.002925872802734375, lr : 0.05
tensor(0.0047, device='cuda:0') tensor(0.0849, device='cuda:0')
58, NMSE : 0.002895355224609375, lr : 0.05
tensor(0.0046, device='cuda:0') tensor(0.0887, device='cuda:0')
59, NMSE : 0.0028705596923828125, lr : 0.05
tensor(0.0045, device='cuda:0') tensor(0.1460, device='cuda:0')
60, NMSE : 0.0028400421142578125, lr : 0.05
tensor(0.0042, device='cuda:0') tensor(0.1255, device='cuda:0')
61, NMSE : 0.0028133392333984375, lr : 0.05
tensor(0.0040, device='cuda:0') tensor(0.1383, device='cuda:0')
62, NMSE : 0.00278472900390625, lr : 0.05
tensor(0.0036, device='cuda:0') tensor(0.0523, device='cuda:0')
63, NMSE : 0.0027561187744140625, lr : 0.05
tensor(0.0053, device='cuda:0') tensor(0.1018, device='cuda:0')
64, NMSE : 0.002735137939453125, lr : 0.05
tensor(0.0037, device='cuda:0') tensor(0.0778, device='cuda:0')
65, NMSE : 0.00270843505859375, lr : 0.05
tensor(0.0037, device='cuda:0') tensor(0.1131, device='cuda:0')
66, NMSE : 0.002681732177734375, lr : 0.05
tensor(0.0030, device='cuda:0') tensor(0.0481, device='cuda:0')
67, NMSE : 0.0026607513427734375, lr : 0.05
tensor(0.0049, device='cuda:0') tensor(0.0631, device='cuda:0')
68, NMSE : 0.002635955810546875, lr : 0.05
tensor(0.0029, device='cuda:0') tensor(0.1052, device='cuda:0')
69, NMSE : 0.0026149749755859375, lr : 0.05
tensor(0.0031, device='cuda:0') tensor(0.1030, device='cuda:0')
70, NMSE : 0.0025920867919921875, lr : 0.05
tensor(0.0031, device='cuda:0') tensor(0.0972, device='cuda:0')
71, NMSE : 0.00257110595703125, lr : 0.05
tensor(0.0029, device='cuda:0') tensor(0.0867, device='cuda:0')
72, NMSE : 0.0025501251220703125, lr : 0.05
tensor(0.0026, device='cuda:0') tensor(0.0776, device='cuda:0')
73, NMSE : 0.002532958984375, lr : 0.05
tensor(0.0032, device='cuda:0') tensor(0.0975, device='cuda:0')
74, NMSE : 0.00251007080078125, lr : 0.05
tensor(0.0025, device='cuda:0') tensor(0.0666, device='cuda:0')
75, NMSE : 0.002490997314453125, lr : 0.05
